"","variable","value","n","pct"
"1","Severity of the problem",1,62,0.884703196347032
"2","Severity of the problem",2,620,8.84703196347032
"3","Severity of the problem",3,2073,29.5804794520548
"4","Severity of the problem",4,2179,31.0930365296804
"5","Severity of the problem",5,1726,24.62899543379
"6","Severity of the problem",6,348,4.96575342465753
